lead_id,fecha_lead,industria,programa_producto_interes,tipo_campana,fuente_meta,dispositivo,hora_generacion,cargo_lead,empresa_lead,ciudad,urgencia_compra,interaccion_previa,horas_hasta_contacto,lead_respondio,intentos_contacto,observacion_asesor,status,compro
L0897,2025-07-22,Seguros,Seguro de Salud,WhatsApp,Facebook,Mobile,Mañana (6am-12pm),Asistente,Empresa 283,Villavicencio,5,No,2,Sí,2,seguimiento,AP,Sí
L0898,2025-08-25,Seguros,ARL,Messenger,Facebook,Desktop,Tarde (12pm-6pm),Director,Empresa 56,Armenia,5,No,8,Sí,7,seguimiento,AP,Sí
L0899,2025-07-09,Educación,Facebook Ads Profesional,WhatsApp,Instagram,Mobile,Tarde (12pm-6pm),Director,Empresa 90,Armenia,3,No,2,Sí,3,seguimiento,AP,Sí
L0900,2025-08-10,Ropa Deportiva,Ropa Ciclismo - Pantalón,WhatsApp,Instagram,Desktop,Noche (6pm-12am),Gerente,Empresa 331,Valledupar,5,No,3,No contactado,7,No contesta,NC,No
L0901,2025-05-28,Educación,IA Generativa para Empresas,WhatsApp,Facebook,Mobile,Mañana (6am-12pm),Coordinador,Empresa 311,Armenia,8,Sí,123,Sí,5,Número sin WhatsApp,SG,No
L0902,2025-10-08,Educación,Facebook Ads Profesional,WhatsApp,Facebook,Mobile,Madrugada (12am-6am),Director,Empresa 42,Cartagena,5,No,37,Sí,1,seguimiento,AP,Sí
L0903,2025-06-26,Educación,Facebook Ads Profesional,WhatsApp,Instagram,Desktop,Madrugada (12am-6am),Director,Empresa 431,Manizales,4,No,7,No,5,No tiene recurso,NI,No
L0904,2025-08-03,Ropa Deportiva,Ropa Ciclismo - Conjunto,Lead Form,Facebook,Mobile,Mañana (6am-12pm),Asesor,Empresa 144,Ibagué,8,No,77,No contactado,7,Se envía información vía WhatsApp,NI,No
L0905,2025-06-05,Ropa Deportiva,Ropa Ciclismo - Jersey,Lead Form,Instagram,Desktop,Tarde (12pm-6pm),Analista,Empresa 440,Villavicencio,7,Sí,89,Sí,3,Información enviada,SG,No
L0906,2025-06-07,Educación,Facebook Ads Profesional,Messenger,Instagram,Mobile,Noche (6pm-12am),Asistente,Empresa 424,Pasto,6,Sí,3,Sí,1,Número sin WhatsApp,SG,No
L0907,2025-10-13,Seguros,ARL,Messenger,Facebook,Mobile,Madrugada (12am-6am),Gerente,Empresa 72,Neiva,5,Sí,159,No,1,No contesta,NI,No
L0908,2025-08-07,Ropa Deportiva,Accesorios Ciclismo,WhatsApp,Facebook,Mobile,Tarde (12pm-6pm),Jefe,Empresa 457,Armenia,5,No,3,No,7,MSJW,NI,No
L0909,2025-11-19,Educación,Preparación de Renta Personas Naturales,WhatsApp,Ambas Plataformas,Mobile,Tarde (12pm-6pm),Administrador,Empresa 276,Barranquilla,10,No,2,Sí,3,Se programa llamada,SG,No
L0910,2025-06-26,Ropa Deportiva,Ropa Ciclismo - Pantalón,WhatsApp,Instagram,Mobile,Tarde (12pm-6pm),Auxiliar,Empresa 101,Valledupar,2,No,37,No,2,No es urgente ahora,NI,No
L0911,2025-11-04,Educación,Power BI Empresarial,Lead Form,Instagram,Mobile,Noche (6pm-12am),Contador,Empresa 135,Manizales,4,No,6,Sí,1,Precio muy alto,NC,No
L0912,2025-09-27,Educación,Facebook Ads Profesional,WhatsApp,Facebook,Mobile,Tarde (12pm-6pm),Contador,Empresa 376,Cúcuta,8,No,36,Sí,3,seguimiento,AP,Sí
L0913,2025-06-20,Educación,Licitaciones Exitosas,Lead Form,Instagram,Mobile,Noche (6pm-12am),Supervisor,Empresa 454,Manizales,8,No,22,No,4,Desea cotización,SG,No
L0914,2025-05-28,Educación,Preparación de Renta Personas Naturales,Lead Form,Facebook,Tablet,Mañana (6am-12pm),Especialista,Empresa 321,Armenia,1,Sí,128,No contactado,5,Se programa llamada,NI,No
L0915,2025-10-18,Educación,Preparación de Renta Personas Naturales,Lead Form,Instagram,Tablet,Mañana (6am-12pm),Empresario,Empresa 40,Pereira,2,No,16,No,1,Precio muy alto,NI,No
L0916,2025-08-05,Ropa Deportiva,Ropa Ciclismo - Jersey,Lead Form,Ambas Plataformas,Mobile,Tarde (12pm-6pm),Auxiliar,Empresa 373,Armenia,5,No,3,Sí,4,seguimiento,AP,Sí
L0917,2025-09-22,Educación,Preparación de Renta Personas Naturales,WhatsApp,Facebook,Mobile,Tarde (12pm-6pm),Consultor,Empresa 39,Valledupar,9,Sí,2,Sí,1,seguimiento,AP,Sí
L0918,2025-09-24,Educación,Licitaciones Exitosas,Messenger,Facebook,Mobile,Tarde (12pm-6pm),Auxiliar,Empresa 457,Pereira,10,Sí,0,No contactado,2,Pendiente pago,SG,No
L0919,2025-09-14,Educación,Licitaciones Exitosas,Messenger,Facebook,Mobile,Tarde (12pm-6pm),Contador,Empresa 10,Armenia,7,No,5,Sí,7,Precio muy alto,SG,No
L0920,2025-08-20,Ropa Deportiva,Ropa Ciclismo - Pantalón,WhatsApp,Facebook,Desktop,Tarde (12pm-6pm),Contador,Empresa 435,Neiva,10,No,29,Sí,3,seguimiento,AP,Sí
L0921,2025-07-11,Educación,Licitaciones Exitosas,Messenger,Facebook,Desktop,Mañana (6am-12pm),Jefe,Empresa 260,Barranquilla,5,No,76,Sí,1,No es urgente ahora,NC,No
L0922,2025-06-07,Educación,Facebook Ads Profesional,Lead Form,Facebook,Mobile,Tarde (12pm-6pm),Coordinador,Empresa 324,Pereira,1,No,125,No,3,Se encontraba en reunión,NI,No
L0923,2025-07-28,Educación,Actualización Tributaria,Messenger,Instagram,Desktop,Madrugada (12am-6am),Coordinador,Empresa 16,Cartagena,6,No,8,No,6,Se encontraba en reunión,SG,No
L0924,2025-09-24,Educación,Contratación Estatal,Messenger,Instagram,Mobile,Tarde (12pm-6pm),Jefe,Empresa 417,Manizales,8,No,43,Sí,1,No tiene recurso,SG,No
L0925,2025-06-23,Educación,Bootcamp Liderazgo,Lead Form,Facebook,Tablet,Tarde (12pm-6pm),Asistente,Empresa 298,Armenia,7,Sí,121,Sí,2,Sin respuesta WhatsApp,SG,No
L0926,2025-06-10,Ropa Deportiva,Ropa Ciclismo - Pantalón,WhatsApp,Ambas Plataformas,Mobile,Tarde (12pm-6pm),Auxiliar,Empresa 297,Manizales,2,No,157,No contactado,2,Precio muy alto,NI,No
L0927,2025-09-04,Seguros,Seguro de Moto,WhatsApp,Facebook,Mobile,Madrugada (12am-6am),Profesional Independiente,Empresa 208,Armenia,5,No,5,No,7,Número sin WhatsApp,NC,No
L0928,2025-09-27,Ropa Deportiva,Ropa Ciclismo - Jersey,Lead Form,Ambas Plataformas,Mobile,Mañana (6am-12pm),Auxiliar,Empresa 394,Ibagué,4,Sí,110,No,7,Pendiente decisión gerencia,NC,No
L0929,2025-06-12,Educación,IA Generativa para Empresas,Lead Form,Facebook,Mobile,Noche (6pm-12am),Asesor,Empresa 303,Ibagué,9,No,75,No contactado,4,Información enviada,NI,No
L0930,2025-10-19,Educación,Excel Intermedio y Avanzado,WhatsApp,Ambas Plataformas,Mobile,Noche (6pm-12am),Empresario,Empresa 109,Medellín,10,No,38,No contactado,2,Se encontraba en reunión,NI,No
L0931,2025-11-02,Educación,Facebook Ads Profesional,WhatsApp,Instagram,Desktop,Tarde (12pm-6pm),Contador,Empresa 465,Armenia,1,No,21,Sí,3,Contactar próxima semana,NC,No
L0932,2025-11-16,Ropa Deportiva,Ropa Ciclismo - Pantalón,Messenger,Instagram,Mobile,Mañana (6am-12pm),Especialista,Empresa 19,Medellín,6,No,79,No contactado,6,MSJW,NC,No
L0933,2025-06-07,Educación,Excel Intermedio y Avanzado,Llamada Directa,Ambas Plataformas,Mobile,Noche (6pm-12am),Consultor,Empresa 283,Neiva,3,No,5,Sí,2,MSJW,SG,No
L0934,2025-07-02,Educación,Contratación Estatal,Lead Form,Facebook,Mobile,Mañana (6am-12pm),Auxiliar,Empresa 134,Pasto,9,No,42,Sí,1,seguimiento,AP,Sí
L0935,2025-07-02,Educación,Actualización Tributaria,WhatsApp,Ambas Plataformas,Mobile,Tarde (12pm-6pm),Contador,Empresa 279,Villavicencio,5,Sí,164,No contactado,2,No tiene recurso,NC,No
L0936,2025-10-16,Ropa Deportiva,Ropa Ciclismo - Jersey,WhatsApp,Facebook,Mobile,Noche (6pm-12am),Auxiliar,Empresa 458,Bogotá,6,No,24,Sí,6,NO CONTESTA,NI,No
L0937,2025-08-10,Educación,Preparación de Renta Personas Naturales,WhatsApp,Facebook,Mobile,Mañana (6am-12pm),Empresario,Empresa 277,Bogotá,9,No,9,Sí,3,Sin respuesta WhatsApp,SG,No
L0938,2025-06-15,Seguros,ARL,Messenger,Facebook,Mobile,Noche (6pm-12am),Asistente,Empresa 242,Manizales,9,Sí,1,Sí,1,seguimiento,AP,Sí
L0939,2025-07-27,Educación,Facebook Ads Profesional,WhatsApp,Instagram,Mobile,Mañana (6am-12pm),Administrador,Empresa 335,Pereira,8,No,112,No,4,Sin respuesta WhatsApp,NC,No
L0940,2025-06-24,Educación,Power BI Empresarial,Lead Form,Facebook,Mobile,Noche (6pm-12am),Profesional Independiente,Empresa 397,Armenia,9,No,2,Sí,4,seguimiento,AP,Sí
L0941,2025-10-14,Educación,Preparación de Renta Personas Naturales,WhatsApp,Instagram,Desktop,Tarde (12pm-6pm),Supervisor,Empresa 77,Neiva,4,No,11,No,4,Se programa llamada,NC,No
L0942,2025-09-08,Seguros,Todo Riesgo Empresarial,Lead Form,Instagram,Desktop,Mañana (6am-12pm),Director,Empresa 188,Cúcuta,6,No,31,No contactado,7,Se encontraba en reunión,NI,No
L0943,2025-10-27,Educación,Power BI Empresarial,Lead Form,Instagram,Mobile,Mañana (6am-12pm),Asesor,Empresa 201,Cali,5,No,0,No,1,Precio muy alto,SG,No
L0944,2025-10-24,Seguros,Seguro de Salud,Messenger,Instagram,Mobile,Madrugada (12am-6am),Jefe,Empresa 115,Villavicencio,5,No,37,Sí,4,No es urgente ahora,NC,No
L0945,2025-10-30,Educación,Excel Intermedio y Avanzado,WhatsApp,Instagram,Mobile,Mañana (6am-12pm),Jefe,Empresa 457,Armenia,4,No,64,Sí,7,seguimiento,AP,Sí
L0946,2025-07-21,Educación,Excel Intermedio y Avanzado,WhatsApp,Facebook,Mobile,Mañana (6am-12pm),Supervisor,Empresa 396,Armenia,2,Sí,15,Sí,2,No le interesa,NC,No
L0947,2025-10-05,Ropa Deportiva,Ropa Ciclismo - Pantalón,WhatsApp,Facebook,Mobile,Tarde (12pm-6pm),Profesional Independiente,Empresa 302,Neiva,6,No,26,Sí,1,Se programa llamada,NC,No
L0948,2025-08-30,Seguros,ARL,Messenger,Facebook,Mobile,Tarde (12pm-6pm),Especialista,Empresa 376,Neiva,9,No,2,Sí,1,seguimiento,AP,Sí
L0949,2025-09-17,Seguros,Todo Riesgo Empresarial,Messenger,Facebook,Mobile,Tarde (12pm-6pm),Auxiliar,Empresa 439,Cali,1,Sí,22,No,1,Sin respuesta WhatsApp,NC,No
L0950,2025-09-15,Educación,Power BI Empresarial,Lead Form,Facebook,Mobile,Mañana (6am-12pm),Director,Empresa 149,Bogotá,7,No,143,Sí,5,Desea cotización,NI,No
L0951,2025-08-09,Educación,IA Generativa para Empresas,Lead Form,Facebook,Mobile,Tarde (12pm-6pm),Empresario,Empresa 69,Medellín,6,No,38,Sí,7,Desea cotización,NC,No
L0952,2025-10-22,Educación,Contratación Estatal,Lead Form,Ambas Plataformas,Desktop,Mañana (6am-12pm),Coordinador,Empresa 238,Pasto,3,No,28,Sí,3,No contesta,NC,No
L0953,2025-09-11,Ropa Deportiva,Ropa Ciclismo - Conjunto,WhatsApp,Instagram,Tablet,Mañana (6am-12pm),Auxiliar,Empresa 257,Manizales,1,No,99,Sí,5,No contesta,NC,No
L0954,2025-08-11,Educación,IA Generativa para Empresas,Messenger,Facebook,Mobile,Tarde (12pm-6pm),Asistente,Empresa 262,Bogotá,4,No,8,No,5,NO CONTESTA,NC,No
L0955,2025-10-17,Ropa Deportiva,Ropa Ciclismo - Conjunto,Lead Form,Instagram,Mobile,Noche (6pm-12am),Contador,Empresa 47,Cali,9,No,22,No contactado,5,Sin respuesta WhatsApp,SG,No
L0956,2025-10-30,Ropa Deportiva,Accesorios Ciclismo,WhatsApp,Facebook,Desktop,Mañana (6am-12pm),Supervisor,Empresa 204,Armenia,2,No,48,No,3,MSJW,NI,No
L0957,2025-06-09,Educación,Licitaciones Exitosas,Lead Form,Instagram,Desktop,Tarde (12pm-6pm),Gerente,Empresa 187,Bogotá,3,No,57,Sí,5,Desea cotización,NI,No
L0958,2025-10-28,Educación,IA Generativa para Empresas,WhatsApp,Instagram,Mobile,Tarde (12pm-6pm),Auxiliar,Empresa 258,Barranquilla,2,No,18,Sí,4,Precio muy alto,SG,No
L0959,2025-06-19,Educación,Preparación de Renta Personas Naturales,WhatsApp,Instagram,Mobile,Madrugada (12am-6am),Administrador,Empresa 6,Cúcuta,2,No,33,No contactado,1,No le interesa,NI,No
L0960,2025-07-17,Ropa Deportiva,Ropa Ciclismo - Conjunto,Lead Form,Instagram,Mobile,Madrugada (12am-6am),Asesor,Empresa 340,Ibagué,10,No,16,Sí,1,seguimiento,AP,Sí
L0961,2025-11-01,Seguros,Seguro de Salud,WhatsApp,Ambas Plataformas,Mobile,Noche (6pm-12am),Especialista,Empresa 123,Valledupar,8,No,43,No contactado,7,Sin respuesta WhatsApp,NI,No
L0962,2025-07-18,Seguros,Seguro de Auto,Lead Form,Ambas Plataformas,Mobile,Mañana (6am-12pm),Consultor,Empresa 435,Armenia,3,No,30,Sí,2,Ya contrató con otro,NC,No
L0963,2025-07-31,Seguros,Seguro de Auto,WhatsApp,Instagram,Mobile,Mañana (6am-12pm),Especialista,Empresa 494,Pasto,7,Sí,58,No contactado,6,NO CONTESTA,NI,No
L0964,2025-11-10,Ropa Deportiva,Accesorios Ciclismo,WhatsApp,Instagram,Mobile,Tarde (12pm-6pm),Asesor,Empresa 413,Bucaramanga,8,No,34,Sí,4,Contactar próxima semana,SG,No
L0965,2025-06-14,Educación,Actualización Tributaria,WhatsApp,Instagram,Mobile,Tarde (12pm-6pm),Gerente,Empresa 315,Cali,3,No,55,Sí,3,No aplica,NI,No
L0966,2025-07-04,Seguros,Todo Riesgo Empresarial,WhatsApp,Facebook,Desktop,Tarde (12pm-6pm),Auxiliar,Empresa 351,Cartagena,2,Sí,45,No,6,No contesta,NC,No
L0967,2025-07-25,Ropa Deportiva,Ropa Ciclismo - Conjunto,Lead Form,Facebook,Mobile,Noche (6pm-12am),Asesor,Empresa 85,Pereira,8,No,9,No,1,Pendiente pago,SG,No
L0968,2025-07-08,Ropa Deportiva,Ropa Ciclismo - Pantalón,WhatsApp,Facebook,Mobile,Noche (6pm-12am),Profesional Independiente,Empresa 388,Villavicencio,3,No,4,Sí,5,NO CONTESTA,NC,No
L0969,2025-10-13,Educación,Contratación Estatal,Lead Form,Instagram,Mobile,Noche (6pm-12am),Administrador,Empresa 264,Cartagena,7,Sí,25,No,7,NO CONTESTA,NC,No
L0970,2025-06-13,Educación,Licitaciones Exitosas,Lead Form,Instagram,Mobile,Tarde (12pm-6pm),Gerente,Empresa 72,Cúcuta,1,No,13,No,7,Contactar próxima semana,SG,No
L0971,2025-07-04,Ropa Deportiva,Ropa Ciclismo - Conjunto,Lead Form,Facebook,Tablet,Noche (6pm-12am),Auxiliar,Empresa 229,Bogotá,6,No,46,Sí,2,No tiene recurso,NC,No
L0972,2025-05-25,Ropa Deportiva,Ropa Ciclismo - Pantalón,Messenger,Ambas Plataformas,Mobile,Tarde (12pm-6pm),Jefe,Empresa 82,Armenia,9,No,2,Sí,2,seguimiento,AP,Sí
L0973,2025-09-06,Ropa Deportiva,Ropa Ciclismo - Pantalón,Lead Form,Ambas Plataformas,Mobile,Mañana (6am-12pm),Administrador,Empresa 92,Pereira,3,No,65,No,1,MSJW,NI,No
L0974,2025-09-17,Educación,Información Exógena,WhatsApp,Instagram,Mobile,Noche (6pm-12am),Especialista,Empresa 290,Pereira,7,No,78,Sí,4,Contactar próxima semana,SG,No
L0975,2025-11-17,Ropa Deportiva,Ropa Ciclismo - Conjunto,WhatsApp,Instagram,Mobile,Mañana (6am-12pm),Gerente,Empresa 486,Manizales,6,No,44,No,7,Pendiente pago,SG,No
L0976,2025-10-24,Seguros,Todo Riesgo Empresarial,WhatsApp,Ambas Plataformas,Desktop,Tarde (12pm-6pm),Especialista,Empresa 290,Cartagena,8,No,48,Sí,6,Se programa llamada,SG,No
L0977,2025-09-22,Seguros,Todo Riesgo Empresarial,Lead Form,Facebook,Mobile,Tarde (12pm-6pm),Auxiliar,Empresa 338,Neiva,3,No,46,Sí,2,seguimiento,AP,Sí
L0978,2025-08-07,Educación,Bootcamp Liderazgo,WhatsApp,Instagram,Mobile,Noche (6pm-12am),Especialista,Empresa 447,Armenia,3,No,7,Sí,1,Contactar próxima semana,SG,No
L0979,2025-06-02,Educación,Power BI Empresarial,Lead Form,Facebook,Mobile,Noche (6pm-12am),Coordinador,Empresa 496,Cúcuta,4,Sí,89,No,4,Desea cotización,NC,No
L0980,2025-07-23,Educación,Power BI Empresarial,Lead Form,Instagram,Mobile,Tarde (12pm-6pm),Contador,Empresa 75,Manizales,3,No,16,Sí,1,Número sin WhatsApp,SG,No
L0981,2025-08-06,Ropa Deportiva,Ropa Ciclismo - Jersey,WhatsApp,Facebook,Desktop,Noche (6pm-12am),Coordinador,Empresa 377,Neiva,9,No,37,Sí,1,seguimiento,AP,Sí
L0982,2025-11-21,Educación,Licitaciones Exitosas,Messenger,Ambas Plataformas,Desktop,Tarde (12pm-6pm),Supervisor,Empresa 375,Villavicencio,4,No,10,Sí,4,Pendiente pago,SG,No
L0983,2025-08-05,Educación,Información Exógena,WhatsApp,Ambas Plataformas,Mobile,Tarde (12pm-6pm),Supervisor,Empresa 248,Valledupar,6,No,22,No contactado,4,MSJW,NC,No
L0984,2025-11-20,Seguros,ARL,WhatsApp,Facebook,Mobile,Noche (6pm-12am),Director,Empresa 481,Cúcuta,8,No,40,Sí,4,No contesta,SG,No
L0985,2025-09-18,Seguros,Seguro de Vida,Lead Form,Instagram,Desktop,Noche (6pm-12am),Auxiliar,Empresa 184,Medellín,8,No,108,No,1,No es urgente ahora,NI,No
L0986,2025-06-12,Educación,Power BI Empresarial,Lead Form,Ambas Plataformas,Desktop,Madrugada (12am-6am),Analista,Empresa 21,Pasto,5,No,134,Sí,2,seguimiento,AP,Sí
L0987,2025-11-16,Educación,Licitaciones Exitosas,Lead Form,Instagram,Mobile,Mañana (6am-12pm),Asistente,Empresa 113,Cartagena,5,Sí,163,Sí,3,seguimiento,AP,Sí
L0988,2025-07-23,Educación,Preparación de Renta Personas Naturales,Lead Form,Ambas Plataformas,Mobile,Noche (6pm-12am),Especialista,Empresa 390,Ibagué,6,No,19,No,3,Número sin WhatsApp,SG,No
L0989,2025-07-31,Seguros,ARL,WhatsApp,Instagram,Mobile,Tarde (12pm-6pm),Coordinador,Empresa 250,Villavicencio,10,No,136,No,1,Sin respuesta WhatsApp,NC,No
L0990,2025-11-01,Educación,Facebook Ads Profesional,Messenger,Facebook,Desktop,Noche (6pm-12am),Gerente,Empresa 119,Ibagué,7,No,168,No contactado,1,MSJW,NI,No
L0991,2025-10-22,Educación,Licitaciones Exitosas,Messenger,Facebook,Mobile,Mañana (6am-12pm),Profesional Independiente,Empresa 33,Valledupar,10,No,72,No contactado,2,Desea cotización,NC,No
L0992,2025-11-10,Educación,IA Generativa para Empresas,Lead Form,Facebook,Mobile,Noche (6pm-12am),Consultor,Empresa 136,Pasto,7,No,106,No,4,No aplica,NC,No
L0993,2025-07-14,Educación,Actualización Tributaria,WhatsApp,Instagram,Desktop,Tarde (12pm-6pm),Administrador,Empresa 190,Neiva,4,No,1,Sí,1,seguimiento,AP,Sí
L0994,2025-09-10,Educación,Power BI Empresarial,Lead Form,Facebook,Mobile,Tarde (12pm-6pm),Asistente,Empresa 120,Cúcuta,6,No,84,No,7,Se envía información vía WhatsApp,NC,No
L0995,2025-06-23,Ropa Deportiva,Ropa Ciclismo - Conjunto,WhatsApp,Instagram,Mobile,Tarde (12pm-6pm),Analista,Empresa 22,Valledupar,7,No,57,Sí,5,Desea cotización,NC,No
L0996,2025-10-11,Ropa Deportiva,Ropa Ciclismo - Jersey,WhatsApp,Instagram,Mobile,Tarde (12pm-6pm),Especialista,Empresa 343,Manizales,5,No,4,No contactado,4,Número sin WhatsApp,SG,No
L0997,2025-07-21,Educación,Facebook Ads Profesional,Messenger,Instagram,Mobile,Tarde (12pm-6pm),Empresario,Empresa 106,Pasto,5,No,3,No,7,Se envía información vía WhatsApp,NC,No
L0998,2025-11-06,Educación,Preparación de Renta Personas Naturales,WhatsApp,Ambas Plataformas,Mobile,Noche (6pm-12am),Auxiliar,Empresa 266,Villavicencio,2,No,30,No,1,Contactar próxima semana,NI,No
L0999,2025-07-02,Seguros,Seguro de Salud,Llamada Directa,Ambas Plataformas,Mobile,Tarde (12pm-6pm),Profesional Independiente,Empresa 465,Medellín,7,No,44,Sí,5,seguimiento,AP,Sí
L1000,2025-08-01,Educación,Power BI Empresarial,Lead Form,Instagram,Mobile,Tarde (12pm-6pm),Auxiliar,Empresa 406,Barranquilla,6,Sí,1,Sí,7,seguimiento,AP,Sí
L1001,2025-06-30,Educación,IA Generativa para Empresas,WhatsApp,Instagram,Mobile,Tarde (12pm-6pm),Director,Empresa 185,Villavicencio,1,No,117,No contactado,6,NO CONTESTA,NC,No
L1002,2025-06-12,Educación,Preparación de Renta Personas Naturales,Lead Form,Instagram,Desktop,Mañana (6am-12pm),Analista,Empresa 199,Cúcuta,4,No,108,Sí,2,Número sin WhatsApp,NC,No
L1003,2025-06-09,Educación,Actualización Tributaria,Messenger,Instagram,Desktop,Mañana (6am-12pm),Administrador,Empresa 241,Barranquilla,3,No,22,Sí,5,Se envía información vía WhatsApp,SG,No
L1004,2025-07-06,Educación,Excel Intermedio y Avanzado,Lead Form,Ambas Plataformas,Mobile,Tarde (12pm-6pm),Especialista,Empresa 470,Ibagué,3,No,50,Sí,1,No es urgente ahora,SG,No
L1005,2025-08-11,Ropa Deportiva,Ropa Ciclismo - Conjunto,Messenger,Facebook,Mobile,Tarde (12pm-6pm),Administrador,Empresa 233,Bucaramanga,7,No,10,No contactado,3,Se programa llamada,NI,No
L1006,2025-10-24,Seguros,Seguro de Auto,Lead Form,Facebook,Mobile,Mañana (6am-12pm),Auxiliar,Empresa 452,Cali,10,No,0,Sí,7,seguimiento,AP,Sí
L1007,2025-10-17,Educación,Facebook Ads Profesional,Lead Form,Ambas Plataformas,Mobile,Tarde (12pm-6pm),Gerente,Empresa 24,Pasto,4,No,114,No contactado,1,Revisión de Info,NC,No
L1008,2025-08-06,Educación,IA Generativa para Empresas,Messenger,Instagram,Mobile,Tarde (12pm-6pm),Director,Empresa 21,Cali,8,No,37,Sí,3,No es urgente ahora,SG,No
L1009,2025-09-14,Educación,Preparación de Renta Personas Naturales,WhatsApp,Instagram,Mobile,Tarde (12pm-6pm),Jefe,Empresa 333,Bucaramanga,9,Sí,44,No contactado,2,Se encontraba en reunión,NC,No
L1010,2025-06-25,Educación,Bootcamp Liderazgo,Lead Form,Ambas Plataformas,Mobile,Tarde (12pm-6pm),Empresario,Empresa 166,Manizales,3,No,34,Sí,2,seguimiento,AP,Sí
L1011,2025-09-21,Educación,IA Generativa para Empresas,WhatsApp,Facebook,Mobile,Mañana (6am-12pm),Analista,Empresa 53,Valledupar,5,Sí,45,Sí,4,seguimiento,AP,Sí
L1012,2025-11-17,Educación,Excel Intermedio y Avanzado,Llamada Directa,Ambas Plataformas,Mobile,Noche (6pm-12am),Contador,Empresa 361,Pasto,4,Sí,41,No,7,Se envía información vía WhatsApp,SG,No
L1013,2025-08-10,Ropa Deportiva,Ropa Ciclismo - Jersey,Messenger,Instagram,Mobile,Noche (6pm-12am),Profesional Independiente,Empresa 496,Cali,10,No,17,Sí,4,No le interesa,SG,No
L1014,2025-11-20,Seguros,Seguro de Moto,WhatsApp,Instagram,Mobile,Noche (6pm-12am),Coordinador,Empresa 267,Cali,6,No,33,Sí,3,Contactar próxima semana,NC,No
L1015,2025-09-05,Educación,Actualización Tributaria,Lead Form,Instagram,Mobile,Mañana (6am-12pm),Especialista,Empresa 325,Cartagena,10,No,4,No contactado,3,No es urgente ahora,SG,No
L1016,2025-08-02,Ropa Deportiva,Accesorios Ciclismo,Messenger,Ambas Plataformas,Mobile,Noche (6pm-12am),Supervisor,Empresa 425,Cartagena,4,No,4,Sí,2,No aplica,SG,No
L1017,2025-09-30,Ropa Deportiva,Ropa Ciclismo - Pantalón,WhatsApp,Facebook,Desktop,Noche (6pm-12am),Consultor,Empresa 141,Bucaramanga,8,No,146,Sí,5,Desea cotización,NI,No
L1018,2025-10-10,Educación,Información Exógena,Lead Form,Instagram,Desktop,Noche (6pm-12am),Auxiliar,Empresa 428,Valledupar,3,No,66,Sí,3,Se encontraba en reunión,NC,No
L1019,2025-09-28,Ropa Deportiva,Accesorios Ciclismo,Messenger,Instagram,Mobile,Mañana (6am-12pm),Profesional Independiente,Empresa 380,Armenia,5,No,22,Sí,3,seguimiento,AP,Sí
L1020,2025-09-14,Educación,Información Exógena,WhatsApp,Instagram,Mobile,Tarde (12pm-6pm),Profesional Independiente,Empresa 135,Villavicencio,1,No,127,No contactado,7,Sin respuesta WhatsApp,NI,No
L1021,2025-06-14,Educación,Preparación de Renta Personas Naturales,Lead Form,Instagram,Mobile,Noche (6pm-12am),Contador,Empresa 297,Pasto,6,Sí,139,Sí,5,No le interesa,NC,No
L1022,2025-10-25,Educación,Contratación Estatal,WhatsApp,Facebook,Mobile,Tarde (12pm-6pm),Asesor,Empresa 279,Cúcuta,5,No,29,No contactado,4,No le interesa,NI,No
L1023,2025-06-04,Ropa Deportiva,Accesorios Ciclismo,Messenger,Facebook,Mobile,Tarde (12pm-6pm),Contador,Empresa 292,Medellín,8,No,155,No contactado,4,Llamar nuevamente,NC,No
L1024,2025-09-12,Seguros,Seguro de Vida,Llamada Directa,Facebook,Desktop,Tarde (12pm-6pm),Director,Empresa 90,Manizales,9,No,163,Sí,3,Número sin WhatsApp,NC,No
